timestamp,temperature,humidity,rainfall,evapotranspiration,soil_moisture,next_day_soil_moisture,region
2000-01-01,27.527196624130372,43.95593175268044,1.966538312226589,1.2882950436001983,54.63537324536084,51.149792368614825,A_semi_arid
2000-01-02,29.21824022057697,48.47155863781273,1.7207032220963157,1.5961458310591772,51.149792368614825,46.71929644100745,A_semi_arid
2000-01-03,33.49518604620509,42.96624982969897,0.4636326206646598,1.9842852422976955,46.71929644100745,42.69106131758067,A_semi_arid
2000-01-04,30.89789338561756,47.48747479370091,0.6395773609794388,1.6720173568954686,42.69106131758067,38.563489207014214,A_semi_arid
2000-01-05,32.8509966635182,39.06766602001153,0.2608494414171424,2.1817237866607915,38.563489207014214,35.91918144235053,A_semi_arid
2000-01-06,32.1304778680427,43.17017034212982,0.44564903432007885,2.155584297181288,35.91918144235053,32.98468029374282,A_semi_arid
2000-01-07,29.23365446365203,47.3017619917096,2.7226741941449935,1.806569204936067,32.98468029374282,30.27052474258018,A_semi_arid
2000-01-08,32.31654491022056,45.33763148095705,0.04200285850741505,2.153930173537218,30.27052474258018,27.401132232924006,A_semi_arid
2000-01-09,30.306741548991578,47.807976199938835,0.9723986575747325,1.6602939254483555,27.401132232924006,24.41120172233823,A_semi_arid
2000-01-10,30.42849777491685,43.037582931031636,0.0551355974690289,2.4104608852652483,24.41120172233823,21.66582764053592,A_semi_arid
2000-01-11,31.613263450127967,44.059969415544835,0.8827585394422762,1.9928513585300407,21.66582764053592,20.0,A_semi_arid
2000-01-12,27.690987662448574,38.56649208824736,3.276890972622239,1.6753645402980797,20.0,20.0,A_semi_arid
2000-01-13,34.6212512592031,39.58133667679696,0.20563273076877264,2.2681221752512504,20.0,20.0,A_semi_arid
2000-01-14,30.097647916098047,45.34414072973303,0.37687843017907413,1.8973652553869065,20.0,20.0,A_semi_arid
2000-01-15,34.410055677196254,41.57808999372914,1.3233791656623108,2.454182394499734,20.0,20.0,A_semi_arid
2000-01-16,32.38362917056229,45.69337057877554,0.562178203480065,1.9820621823640536,20.0,20.0,A_semi_arid
2000-01-17,36.00574795934484,42.068805531338825,2.280985353398358,2.3579662898746228,20.0,20.0,A_semi_arid
2000-01-18,30.65793592856532,45.27207962147506,1.0696386806457803,1.695504750434106,20.0,20.0,A_semi_arid
2000-01-19,31.65988265607552,41.5769488156697,0.09643171218697662,2.1903219765512314,20.0,20.0,A_semi_arid
2000-01-20,33.414580109935976,40.71091308307075,0.10428556357699735,2.622740262798015,20.0,20.0,A_semi_arid
2000-01-21,27.181505451253393,47.32334231406531,0.4458829337303634,1.2687966261986303,20.0,20.0,A_semi_arid
2000-01-22,34.899212581307815,44.47867915883198,2.2090364695595714,1.9941647982271071,20.0,20.0,A_semi_arid
2000-01-23,36.81187232985193,42.69007877537872,1.5381844139222112,2.3173216529555054,20.0,20.0,A_semi_arid
2000-01-24,35.90232423311142,44.96528779549947,2.3267757196952132,2.5013331472068283,20.0,20.0,A_semi_arid
2000-01-25,35.09882802442841,45.25934087058532,1.5674961713660556,2.090647360454883,20.0,20.0,A_semi_arid
2000-01-26,32.97260408811047,46.311890638705854,0.5626706420490594,2.043612423444727,20.0,20.0,A_semi_arid
2000-01-27,36.66696030805273,41.87284324463483,2.2462405170677395,2.7532760068994104,20.0,20.0,A_semi_arid
2000-01-28,36.27091128885314,40.902197865443476,0.08699701313608375,2.294434513045919,20.0,20.0,A_semi_arid
2000-01-29,34.68995427866599,43.208280046700466,0.3212022038399942,2.239759298772972,20.0,20.0,A_semi_arid
2000-01-30,33.842656502998764,44.144817191000726,2.2314344090299247,2.138013888686692,20.0,20.0,A_semi_arid
2000-01-31,33.045787220877514,40.09274859851522,0.062767114319035,2.287931935868724,20.0,20.0,A_semi_arid
2000-02-01,30.993787062090725,38.25600819795223,0.3726533270812011,2.170246245973554,20.0,20.0,A_semi_arid
2000-02-02,37.252898090977276,43.59544451490961,1.3173616357382354,2.1645203270899267,20.0,20.0,A_semi_arid
2000-02-03,28.873931655593445,47.33332152950134,2.8365874933294815,1.7265514692106023,20.0,20.0,A_semi_arid
2000-02-04,33.49411414071017,43.64464786383676,0.02059376055480507,2.022923733617445,20.0,20.0,A_semi_arid
2000-02-05,34.94456422451561,42.39231134455701,0.4672736147281401,2.0443558435868767,20.0,20.0,A_semi_arid
2000-02-06,36.79610514916225,43.12950263976445,0.30428009070846157,2.4817269765423142,20.0,20.0,A_semi_arid
2000-02-07,39.16196658696563,42.725142420820895,0.7744759002358009,2.7364845180032624,20.0,20.0,A_semi_arid
2000-02-08,37.351124400800536,40.017067541079875,0.1779193090636502,2.816247897399055,20.0,20.0,A_semi_arid
2000-02-09,34.247570422280845,43.8660432162106,0.3432722053441216,2.0420655250911413,20.0,20.0,A_semi_arid
2000-02-10,36.90377730184428,45.617718971355764,0.21206651564767245,2.6511792128204568,20.0,20.0,A_semi_arid
2000-02-11,32.03503569598061,44.629986134367826,1.439921211440931,2.0536586000251758,20.0,20.0,A_semi_arid
2000-02-12,38.86792326265999,41.899640179247314,1.6751301781376011,2.6133401661135687,20.0,20.0,A_semi_arid
2000-02-13,35.00436063859006,44.921884507531075,0.29944640223764885,2.2907609127758426,20.0,20.0,A_semi_arid
2000-02-14,33.812024262821694,44.79553633933033,0.7557015291476119,2.2528885098884968,20.0,20.0,A_semi_arid
2000-02-15,33.99801636533266,40.664121514326595,1.317957868644966,2.4287682009037934,20.0,20.0,A_semi_arid
2000-02-16,35.53984965920326,46.18660229522763,1.6382607919842958,2.2716994976219675,20.0,20.0,A_semi_arid
2000-02-17,34.80718999994244,45.13275548936247,1.2936822928701763,2.240342535703263,20.0,20.0,A_semi_arid
2000-02-18,41.60811105199833,42.57380807525222,1.7737702356320246,3.194892066450648,20.0,20.0,A_semi_arid
2000-02-19,34.18032383187095,44.3768455490862,2.1425070155800414,2.265483674920359,20.0,20.0,A_semi_arid
2000-02-20,36.147965825720924,43.37656967558044,1.0643693566577066,2.219823025572594,20.0,20.0,A_semi_arid
2000-02-21,36.2254433540356,40.94522265029331,0.2687524954627075,2.2760553000577657,20.0,20.0,A_semi_arid
2000-02-22,36.31304711541555,44.38957467067684,0.4981329881448047,2.476496590869552,20.0,20.0,A_semi_arid
2000-02-23,36.46592990893599,42.84841019761085,0.4360078265654408,2.530767975399103,20.0,20.0,A_semi_arid
2000-02-24,35.20698155992254,45.82063369319364,0.5538764139288995,2.1688871966453176,20.0,20.0,A_semi_arid
2000-02-25,35.03379372089859,41.72299960824443,2.009846674272334,2.433600619446088,20.0,20.0,A_semi_arid
2000-02-26,34.4164111712411,41.242212449018176,2.198507274280875,2.4037952313527153,20.0,20.0,A_semi_arid
2000-02-27,32.928928477797484,41.25836236154357,2.7361860068593202,1.9326913344524872,20.0,20.0,A_semi_arid
2000-02-28,37.265714327848855,45.1973858844791,1.9234139709601514,2.8197957447416764,20.0,20.0,A_semi_arid
2000-02-29,39.25947760895991,42.086459647294845,2.268974264243819,2.6545429455203298,20.0,20.0,A_semi_arid
2000-03-01,35.51240131367486,41.56737396388905,3.400654324618758,2.4659952397528473,20.0,20.0,A_semi_arid
2000-03-02,35.543113240227314,39.762865453597776,0.4751150148949322,2.145871383160586,20.0,20.0,A_semi_arid
2000-03-03,36.215926567847326,49.16583418074046,8.561273440237196,1.960717532701059,20.0,21.371465662668733,A_semi_arid
2000-03-04,35.92094072644965,43.093157109326846,0.40936595926897634,2.209904005288677,21.371465662668733,20.0,A_semi_arid
2000-03-05,33.54517639911403,41.752437501306964,1.311019644564988,1.8857355282728796,20.0,20.0,A_semi_arid
2000-03-06,40.60981703731025,40.73666869125448,1.1096960908290754,2.745154228850323,20.0,20.0,A_semi_arid
2000-03-07,38.35361022131475,45.28570896176315,0.08053239750565083,2.566901998729426,20.0,20.0,A_semi_arid
2000-03-08,35.533786337487584,42.2036259022511,2.751348132234307,2.287515666368044,20.0,20.0,A_semi_arid
2000-03-09,38.110699705582704,39.71601854330293,0.7328016361347942,2.7944017511242194,20.0,20.0,A_semi_arid
2000-03-10,36.32419028709424,42.533542322571606,0.1750258957955766,2.5522538690611536,20.0,20.0,A_semi_arid
2000-03-11,36.94160424714671,46.72091698056386,0.010567033559233321,2.2991281081216117,20.0,20.0,A_semi_arid
2000-03-12,38.42875804248295,45.462040836379465,1.7352389187001251,2.3698802230799076,20.0,20.0,A_semi_arid
2000-03-13,39.94718232935348,45.34428706827317,1.5806436590895752,2.8651570035593914,20.0,20.0,A_semi_arid
2000-03-14,41.407262453464426,40.05354854307714,0.1053242436291413,2.811896205380345,20.0,20.0,A_semi_arid
2000-03-15,41.90965223510784,38.03519302221891,0.2563832924692329,3.1675909180381945,20.0,20.0,A_semi_arid
2000-03-16,37.06689150240105,41.65575998053851,0.23147050938560035,2.5683980584060295,20.0,20.0,A_semi_arid
2000-03-17,36.476548023405066,41.6826400308545,1.7391956622120026,2.6334175556527093,20.0,20.0,A_semi_arid
2000-03-18,38.0095051296171,42.42206325114065,1.0080180621006858,2.327034083981565,20.0,20.0,A_semi_arid
2000-03-19,38.11366167210015,44.68934477596102,0.4656402027396642,2.7596930266064925,20.0,20.0,A_semi_arid
2000-03-20,35.987232000933105,41.4128534653924,0.4972575905525984,2.617723970043516,20.0,20.0,A_semi_arid
2000-03-21,36.299263541585965,40.82277761819482,3.063314871373761,2.539605164054019,20.0,20.0,A_semi_arid
2000-03-22,39.90897483506886,39.29169696455902,2.012253178451472,2.8944935933990834,20.0,20.0,A_semi_arid
2000-03-23,42.00329807350379,43.4339171366061,2.903600084264178,3.145166610310004,20.0,20.0,A_semi_arid
2000-03-24,37.353207839750894,43.56388900803811,5.742038158491518,2.0533336014317443,20.0,20.0,A_semi_arid
